name,transcript,sample1,sample2,sample3,sample4,sample5,sample6,sample7
Gene42474,uc800082.3;uc361067.1,141.98,125.19,126.59,128.04,147.43,128.47,125.86
Gene45625,uc101312.3,141.85,139.66,138.85,148.02,144.57,149.91,138.31
Gene38954,uc624035.1;uc434433.2,127.23,122.45,123.04,124.82,131.97,122.33,127.35
Gene7119,uc905851.1,135,131.74,148.4,122.84,144.58,126.49,137.33
Gene38251,uc656071.1,126.55,121.49,129,128.57,136.83,126.62,132.6
Gene8043,uc907962.1,148,146.62,143.41,133.2,127.55,135.48,144.96
Gene32395,uc223762.2;uc483408.1,125.09,128.84,127.09,141.29,133.7,127.41,139.01
Gene13550,uc135945.1;uc423556.2,129.71,144.96,125.29,126.33,133.78,142.88,125.4
Gene24826,uc990537.2,147.88,122.66,136.35,133.84,148.81,139.79,133.3
Gene23364,uc618205.3;uc331214.1,120.49,133.96,130.02,149.15,136.77,145.73,133.35
Gene47902,uc380579.3,127.39,143.52,147.86,120.44,138.02,126.48,129.22
Gene2923,uc451370.1;uc594810.1,145.35,144.68,138.05,133.07,125.24,141.61,133.83
Gene23671,uc628045.3,131.49,129.97,120.45,121.37,136.2,130.61,131.85
Gene31047,uc640452.3;uc616173.3,144.24,143.49,139.22,146.53,145.24,134.87,140.35
Gene21502,uc460276.2,124.76,129.41,127.8,136.8,125.16,149.16,148.81
Gene25845,uc962252.3,133.2,128.42,139.85,145.16,134.36,140.36,138.52
Gene27540,uc530305.2,143.98,140.52,138.78,124.72,133.5,134.6,127.09
Gene30286,uc929614.3,132.01,132.24,141.13,135.92,124.76,143.86,131.96
Gene16335,uc805499.3,127.85,136.07,123.48,134.03,126.89,136.45,125.56
Gene17634,uc488997.1;uc504509.3,120.36,139.07,129.87,142.86,121.92,137.47,127.69
Gene17408,uc148240.3,131.82,123.89,121.13,120.09,125.74,147.01,133.29
Gene29682,uc952375.2,125.05,133.65,130.86,129.84,142.85,143.73,132.73
Gene32662,uc497163.2,123.18,149.5,135.12,133.19,126.26,136.79,121.59
Gene46476,uc343850.1,148.24,139.17,129.15,136.24,130.29,122.8,144.92
Gene2242,uc973834.3,148.56,126.99,140.4,125.68,126.89,123.86,129.78
Gene34724,uc953938.1,148.23,122.29,140.11,135.63,122.33,124.52,128.93
Gene48133,uc346131.3,146.9,135.59,147.7,134.81,132.21,126.71,132.13
Gene24662,uc652682.2,140.44,120.58,128.23,131.93,128.53,128.63,146.57
Gene40511,uc256387.1,136.41,140.21,141.75,149.77,142.68,145.19,147.06
Gene43220,uc400176.3;uc811384.3,147.84,136.18,138.09,135.8,149.77,137.2,125.15
Gene9671,uc223258.1,147.98,142.52,134.03,135.59,149.71,121.83,128.15
Gene38782,uc200539.1,138.51,147.66,123.85,141.81,121,125.07,143.46
Gene16747,uc621464.3;uc662192.1,148.86,121.54,144.27,129.15,146.09,131.46,132.22
Gene36990,uc526825.1,141.74,126.39,135.89,137.16,130.39,129.75,143.83
Gene31220,uc542348.2;uc122673.2,125.47,121.86,149.74,144.98,127.14,140.68,122.28
Gene2393,uc250661.3;uc744300.2,128.61,139.92,139.93,122.01,141.26,137.99,149.06
Gene42316,uc643205.1,126.7,140.61,143.73,132.23,135.6,148.65,148.91
Gene9939,uc313457.2,132.3,130.9,148.66,138.15,147.74,147.36,124.41
Gene15880,uc857247.2,142.59,134.98,121.66,146.58,144.59,149.9,128.85
Gene50324,uc498915.3,145.93,135.64,144.71,137.5,122.56,121.11,143.62
Gene40364,uc932953.3;uc126088.3,143.73,129.04,131.04,138.72,123.97,143.26,128.15
Gene40465,uc281794.2,140.61,140.37,135.25,125.22,128.54,126.73,136.63
Gene40526,uc744805.1,135.79,141.83,128.55,127.89,133.03,128.22,122.85
Gene11694,uc781826.3;uc683952.1,144.74,148.73,140.11,121.94,139.16,148.95,137.06
Gene5005,uc869808.1,135.5,135.98,127.36,142.07,142.46,121.78,125.37
Gene46800,uc657517.3,128.61,141.02,126.57,136.03,149.37,121.55,129.89
Gene8382,uc408932.3,144.86,149.87,146.17,126.65,132.71,141.11,127.23
Gene28339,uc421566.2,143.39,138.69,133.82,131.56,136.06,134.9,146.69
Gene45604,uc763403.3,134.13,139.1,129.04,149.68,147.49,148.96,124.31
Gene16593,uc738387.3,149.77,127.94,123.68,139.27,149.19,124.97,142.27
Gene47211,uc662941.3,123.27,144.66,130.07,145.05,146.31,145.1,123.83
Gene25935,uc669391.1,120.75,130.98,123.62,124.23,128.02,141.95,146.29
Gene15353,uc987446.3;uc977744.3,149.48,144.72,120.1,136.23,137.09,132.82,145.84
Gene24421,uc795927.2;uc985977.3,148.01,135.99,127.53,145.47,121.42,142.06,123.38
Gene33286,uc873557.1;uc729923.3,140.13,130.84,139.08,125.12,145.46,137.75,137.32
Gene31949,uc111539.2,142.54,140.03,122.66,142.62,127.08,139.67,130.22
Gene9865,uc840864.1,149.2,141.66,133.06,126.64,131.58,145.89,128.36
Gene35199,uc537945.2,141.27,146.71,120.85,134.82,133.21,125.74,138.39
Gene46131,uc843276.2;uc852848.3,145.48,135.55,145.71,147.05,145.45,144.5,149.11
Gene3142,uc639252.3,130.08,125.47,146.46,124.81,124.86,135.06,122.53
Gene42075,uc180412.1,138.3,140.85,147.88,134.29,146.92,139.61,135.2
Gene38882,uc292406.2;uc675494.3,133.36,127.54,140.62,135.68,137.61,127.45,146.05
Gene18636,uc163641.2,143.91,121.45,148.78,140.75,144.56,148.08,125
Gene25375,uc388383.1;uc825241.1,125.28,124.1,136.56,122.2,135.18,124.53,141.79
Gene37416,uc762494.1,121.12,138.06,124.01,124.21,133.72,134.81,128.39
Gene29848,uc571505.1,145.15,141.1,145.35,136.47,128.87,125.67,143
Gene21809,uc393615.2,143.68,124.07,145.53,131.02,139.25,148.74,143.8
Gene47805,uc350265.1,132.4,139.55,124.13,147.81,123.06,133.47,127.42
Gene19598,uc878307.3,137.26,134.84,135.61,132.62,134.19,144.08,139.97
Gene28648,uc930408.3;uc353990.2,142.37,148.19,126.98,138.04,139.43,129.57,129.4
Gene50325,uc402488.2,138.57,120.71,124.52,132,131.81,130.63,136.04
Gene42380,uc167103.1,142.82,144.86,128.47,134.65,144.84,131.35,122.92
Gene40686,uc913847.2;uc283121.3,141.76,133.3,136.83,147.68,131.89,142.33,133.28
Gene43831,uc658605.3,123.42,139.75,129.29,149.59,123.63,146.25,144.6
Gene49730,uc525035.1,127.13,128,138.23,121.05,128.97,128.34,127.71
Gene10385,uc360430.2,149.21,129.6,132.86,145.64,148.44,145.2,125.35
Gene18178,uc802134.2,145.13,124.72,128.83,145.42,125,128.66,137.37
Gene34347,uc545408.3,136.48,139.21,140.09,125.2,144.28,123.93,139.76
Gene34535,uc644991.2;uc464061.2,126.06,122.42,146.96,120.31,122.22,122.19,130.21
Gene2632,uc278386.3,146.37,145.36,137.93,142.59,131.66,122.57,146.33
Gene36782,uc968888.3,141.03,144.05,148.92,132.61,126.82,145.9,133.84
Gene1486,uc108307.2;uc846768.1,127.94,132.92,120.65,130.16,147.03,127.26,146.67
Gene15977,uc625093.3,136.83,144.31,135.36,148.28,149.96,139.35,123.76
Gene48719,uc287018.2,128.23,149.45,137.76,124.94,121.51,123.32,130.16
Gene26107,uc234827.3,124.45,122.01,143.73,148.12,122.44,132.56,136.07
Gene49309,uc781881.1;uc652483.2,128.65,139.97,148.72,126.54,128.2,132.33,126.11
Gene2292,uc524894.3,149.86,148.6,141.44,120.66,125.59,147.54,149.2
Gene45854,uc355767.1;uc888365.3,125.29,124.61,148.2,144.61,121.75,135.68,121.65
Gene18371,uc282418.3;uc396493.2,147.38,120.01,122,138.08,148.76,139.56,134.71
Gene7854,uc757092.1,127.37,133.12,138.85,125.7,149.39,127.96,123.14
Gene26481,uc953325.3;uc821309.3,121.2,122.02,132.99,121.72,130.05,134.69,145.16
Gene36968,uc306112.1,129.18,126.92,148.95,140.52,145.76,123.18,142.33
Gene48903,uc337043.1,128.12,148.26,120.53,134.63,142.81,132.64,146.14
Gene26765,uc574536.1,131.6,146.3,136.92,124.44,141.55,139.7,141.42
Gene15657,uc517528.3,127.92,130.54,143.96,135.34,130.49,147.24,131.94
Gene44774,uc892470.2;uc177702.3,125.84,122.11,146.1,142.16,148.41,133.1,148.09
Gene42890,uc293172.3;uc549497.2,132.24,141.36,147.62,136.7,139.38,141.66,143.24
Gene12077,uc447080.3;uc545373.3,133.29,141.9,122.26,123.76,147.22,148.6,145.51
Gene26185,uc732633.1,137.48,128.38,127.28,135.88,149.1,137.47,149.2
Gene12700,uc451455.2,125.24,134.4,137.86,135,144.78,139.23,133.74
Gene39605,uc823348.1,127.08,132.5,122.8,130.2,143.84,148.39,131.4
Gene34676,uc867829.1;uc541457.2,139.57,143.83,120.5,142.13,122.07,134.54,124.87
Gene46820,uc325904.3,141.92,143.86,144.54,132.35,140.71,122.27,130.51
Gene6994,uc845442.1,147.34,124.64,136.08,138.27,122.02,149.25,120.23
Gene28908,uc436250.1,127.33,140.45,128.08,140.1,133.83,134.38,120.05
Gene5019,uc638241.3,133.04,130.13,130.39,149.42,148.16,132.02,123.47
Gene21821,uc202293.3,146.91,137.21,130.27,124.01,132.72,125.71,134.88
Gene13168,uc228185.2,127.84,132.75,126.08,122.85,142.05,124.61,136.26
Gene29859,uc908153.3;uc290299.2,140.3,139.85,145.23,134.74,127.77,139.64,130.29
Gene25068,uc458177.3;uc665362.2,134.42,141.61,135.19,140.15,131.08,130.75,133.36
Gene1323,uc429503.1;uc829832.1,124.19,148.46,144.71,128.84,139.96,145.53,145.29
Gene1064,uc272281.2,142.14,146.28,135.44,130.53,135.63,147.75,137.99
Gene28152,uc185094.2,146.26,132.65,148.29,148.64,141.2,144.78,124.59
Gene14113,uc795037.1,146.28,124.1,142.63,123.4,133.59,133.67,148.33
Gene8502,uc856684.1,135.46,147.6,122.21,126.99,122.41,125.22,141.41
Gene11748,uc808313.3;uc522021.1,120.13,139.23,121.31,130.48,137.87,126.16,143.63
Gene21764,uc603004.3,126.04,138.84,148.36,141.43,139.17,133.23,130.47
Gene26974,uc132435.1,137.14,127.55,143.13,142.69,141.57,136.63,138.48
Gene8110,uc397683.2,134.5,139.23,134.41,144.87,149.22,137.81,143.98
Gene2414,uc524643.3,147.06,126.81,128.58,138.03,126.92,148.55,138.3
Gene35256,uc347783.3;uc523704.1,123.56,136.98,149.75,127.49,136.9,134.23,135.59
Gene19412,uc992059.2,141.36,136.35,130.07,141.95,126.48,144.85,146.71
Gene20552,uc396300.3,129.31,128.36,135.13,123.83,141.73,147.02,132.48
Gene21397,uc152464.2;uc181847.3,121.17,146.17,134.68,120.69,135.28,137.49,126.34
Gene5636,uc799327.2,131.52,141.48,133.63,121.05,143.15,138.91,140.86
Gene48902,uc619471.3,149.35,123.14,144.09,137.27,128.33,138.71,132.42
Gene11077,uc465674.3,138,145.12,137.59,122.73,134.25,128.34,143.26
Gene48339,uc861107.3,125.74,127.8,149.19,148.81,139.74,148.57,121.78
Gene4629,uc968117.2;uc835184.2,121.57,127.94,139.44,146.81,137.21,133.69,122.29
Gene35437,uc570337.3,131.94,137.47,131.8,124.19,147.43,141.49,136.64
Gene22422,uc653054.1,145.95,123.81,144.32,132.1,136.3,143.87,124.46
Gene8119,uc654059.1,148.35,129.72,137.08,124.95,143.83,127.06,138.17
Gene2486,uc439256.1;uc268614.1,126.05,140.88,137.32,133.51,130.2,125.02,123.21
Gene42881,uc205225.1;uc877405.3,120.09,145.55,144.68,134.66,129.17,120.5,140.4
Gene22131,uc960249.1;uc509519.2,136.56,121.41,146.71,143.28,142.05,121.18,132.79
Gene22987,uc860838.1;uc849970.3,147.68,128.37,128.9,147.5,141.05,130.59,143.75
Gene9265,uc387530.1,125.45,124.91,146.55,136.21,146.5,137.06,127.55
Gene25955,uc652560.3,133.09,133.25,147.41,132.66,124.41,129.61,135.15
Gene43164,uc633142.3;uc636746.1,136.48,131.08,120.6,137.25,137.17,134.82,143.67
Gene41904,uc637325.3;uc453434.2,122.83,130.04,131.15,127.75,133.91,135.86,137.27
Gene5644,uc873759.1;uc986412.2,143.45,139.47,135.27,136.67,147.27,129.99,146.3
Gene12865,uc818369.1;uc811714.1,141.39,143.54,138.77,134.84,140.15,121.95,138.13
Gene23065,uc560651.1;uc954577.2,131.16,120.62,128.42,141,133.42,133.6,149.6
Gene2984,uc906090.3,129.04,124.26,138.41,124.51,133.01,146.86,120.26
Gene49077,uc385476.3,143.89,128.17,129.78,131.79,145.09,144.17,138.4
Gene28277,uc640626.1;uc935637.2,141.66,130.58,120.65,138.16,138.5,123.3,137.87
Gene38895,uc237014.2,141.34,129.24,125.52,125.72,141.99,136.89,138.98
Gene17839,uc774305.2;uc258177.2,125.92,149.56,147.23,122.36,140.66,122.15,120.04
Gene36784,uc130114.3;uc876220.3,123.01,144.36,120.82,139.2,134.57,138.09,132
Gene31021,uc499506.3,144.02,140.04,143.83,120.42,126.12,141.18,123.79
Gene26527,uc191910.3,136.8,130.65,137.73,136.6,141.98,135.41,148.57
Gene21284,uc271486.1;uc615762.3,148.7,147.89,132.03,146.59,145.72,121.69,124.97
Gene25297,uc807096.1;uc431929.3,138.89,147.29,143.96,130.81,139.67,123.12,136.89
Gene42680,uc939710.3,148.75,122.67,140.34,132.63,130.23,145.94,122.75
Gene40337,uc779445.2,147.39,129.3,132.62,142.79,132.35,147.83,147.47
Gene15168,uc884358.2,149.2,142.27,132.27,137.85,123.97,120.42,126.98
Gene12626,uc786494.1,149.32,137.26,135.78,147.11,140.08,129.65,120.74
Gene2905,uc946614.3,144.93,141.16,144.3,148.6,138.56,149,148.11
Gene4498,uc426939.1;uc390546.1,126.84,149.86,137.22,120.7,130.63,142.95,136.69
Gene50202,uc744593.1;uc471840.3,135.9,134.09,125.09,136.11,138.1,139.61,128.7
Gene27216,uc616271.1;uc832951.2,136.82,143.58,144.58,133.55,141.76,149.63,130.1
Gene42947,uc533153.1;uc935329.2,129.9,140.24,130.44,136.36,143.02,133.29,137.22
Gene23629,uc853511.1,149.86,147.55,126.69,127.22,143.78,124.86,138.17
Gene33246,uc117331.1,138.96,131.31,140.52,132.72,123.08,132.61,126.14
Gene14928,uc291991.3,121.76,131.99,140.62,123.03,139.3,132.59,132.35
Gene18706,uc433083.1,147.99,137.05,129.09,146.68,122.3,146.58,134.32
Gene21767,uc394948.3;uc823986.1,144.77,132.93,139.38,133.91,123.66,127.79,140.11
Gene43037,uc983824.2,133.84,144.3,131.74,147.07,138.01,120.05,128.05
Gene35552,uc375469.1,120.23,148.38,146.51,135.54,129.18,138.12,133.35
Gene26740,uc106290.3;uc208278.2,144.48,130.27,135.06,145.25,139.86,139.87,146.53
Gene39956,uc793776.2,122.59,144.34,124.28,134.61,149.85,147.2,141.25
Gene10776,uc214482.2,122.18,124.61,130.66,130.73,127.22,133.66,121.15
Gene17353,uc854362.1;uc866726.3,134.47,137.16,132.77,140.37,124.17,122.95,147.72
Gene41703,uc321345.1,131.08,135.68,135.02,141.86,135.71,141.03,146.4
Gene23124,uc452670.3,133.8,147.53,132.89,140.42,145.4,121.99,142.42
Gene19482,uc337820.3;uc677550.3,146.3,132.82,140.07,149.26,138.66,146.46,124.29
Gene45838,uc691667.1;uc626960.1,138.08,127.97,136.08,128.76,120.36,149.28,147.82
Gene26442,uc982795.3,135.18,122.34,143.56,132.16,142.85,131.35,129.95
Gene30374,uc728750.1,120.03,124.78,141.52,142.15,144.94,148.44,130.58
Gene43601,uc124065.1,148.32,123.96,146.14,149.27,142.31,141.74,122.05
Gene26798,uc732783.3,147.31,132.98,121.11,125.36,121.53,138.78,138.98
Gene39982,uc300882.1;uc268743.3,135.35,126.16,144,125.74,121.8,127.19,120.95
Gene38629,uc703492.3,130.88,123.67,148.95,132.01,136.34,130.37,132.85
Gene44197,uc295755.2;uc541164.1,138.82,131.78,124.69,132.59,139.63,145.16,141.35
Gene26821,uc329376.3,145.9,141.5,131.1,143.25,149.04,125.25,125.42
Gene30638,uc632481.2;uc678699.1,145.02,136.96,138.31,120.15,141.74,149.72,135.14
Gene45504,uc898543.2;uc266512.3,147.86,138.62,123.18,124.45,125.49,148.73,148.69
Gene30083,uc277164.2,149.97,145.27,128.84,133.16,143.59,131.73,143.73
Gene34638,uc175584.3,130.15,126.12,130.71,134.88,147.18,125.08,129.52
Gene25593,uc751388.1,138.25,147.75,129.21,136.91,124.15,140.06,143.63
Gene33823,uc686764.3,143.62,132.88,121.85,134.69,136.61,128.68,148.47
Gene5185,uc686973.2;uc887391.2,132.41,148.3,138.49,121.53,126.93,142.12,138.14
Gene12102,uc182925.2,142.37,130.77,139.12,122.45,144.64,133.51,120.33
Gene44710,uc214842.2,131.53,136.36,145.05,120.96,148.94,143.57,142.6
Gene4740,uc882508.3;uc264188.1,149.89,130.16,132.92,131.51,126.92,120.09,123.27
Gene24695,uc976860.2,125.37,140.51,128.59,130.49,121.59,120.86,137.67
Gene38279,uc913643.2,140.44,129.38,139.86,120.94,142.09,146.28,137.61
Gene11197,uc521336.2,141.92,137.54,144.34,140.1,129.52,136.06,129.2
Gene18578,uc184944.1;uc884265.1,120.92,137.31,127.65,142.51,144.59,133.9,134.06
Gene28238,uc394898.3,145.94,146.22,126.26,145.54,137.37,148.96,147.22
Gene38736,uc633623.2,146.62,122.07,142.7,130.42,148.98,127.84,125.14
Gene18049,uc447273.3,123.87,144.36,124.94,128.04,142.66,132.42,126.35
Gene48415,uc956287.3,144.67,147.83,121.05,125.16,132.25,131.35,121.16
Gene41136,uc100750.3,129.11,147.1,129.84,144.73,125.61,126.09,149.93
Gene45179,uc841320.1;uc103407.3,134.28,145.86,137.84,142.63,138.32,146.41,144.35
Gene25528,uc603765.3;uc866202.1,131.11,127.8,130.12,135.14,126.16,145.14,145.9
Gene3249,uc653339.2,128.27,139.13,143.63,130.95,123.8,140.28,121.29
Gene39671,uc299837.1,127.71,121.34,139.64,144.42,146.23,125.71,130.73
Gene39730,uc188880.2,146.37,123.66,148.97,142.35,141.05,136.34,135.63
Gene40910,uc126312.3,147.61,139.25,139.18,134.12,120.51,138.61,143.82
Gene9147,uc706341.3,128.1,129.14,122.9,149.69,145.84,124.64,129.02
Gene45015,uc747513.3;uc481602.3,126.4,145.59,135.46,137.62,148.7,144.09,130.33
Gene3335,uc696082.3;uc570768.1,147.69,124.71,127.87,124.99,140.39,133.34,127.11
Gene13866,uc349267.2;uc916481.1,123.37,129.4,146.77,139.61,130.56,137.96,140.81
Gene1359,uc942615.1,131.43,135.4,130.23,124.83,137.63,140.86,121.59
Gene14330,uc243201.1;uc391891.3,123.12,147.32,132.11,128.33,138.08,146.7,130.31
Gene27492,uc733912.3;uc622709.1,123.48,127.67,148.33,145.69,121.77,149.63,148.34
Gene46772,uc670478.1,124.61,142.17,139.34,145.12,121.67,145.75,124.55
Gene41383,uc323336.3;uc238527.1,125.98,146.31,121.7,138.26,147.01,135.04,148.53
Gene31463,uc927153.2,129.28,128.98,135.47,122.6,120.29,120.75,121.32
Gene10917,uc510281.1,124.65,137.57,146.92,132.27,136.2,148.55,149.33
Gene17592,uc621141.1;uc259182.1,148.4,145.89,123.97,138.53,127.57,129.98,145.16
Gene30181,uc101925.1,141.43,128.58,137.59,123.68,147.69,141.2,138.93
Gene37623,uc374750.2,140,149.41,120.82,149.23,122.54,123.14,141.78
Gene12480,uc187833.1,144.09,123.15,123.95,129.15,148.96,144.77,135.13
Gene21342,uc514291.1,142.29,130.61,141.33,145.7,125.24,134.93,123.16
Gene37844,uc419394.3,122.12,137.81,140.92,144.48,120.73,132.88,133.01
Gene22713,uc603394.3,125.79,131.51,130.94,124.79,133.42,121.95,125.67
Gene13538,uc642295.3;uc152888.3,134.96,146.1,137.19,141.89,123,144.25,144.42
Gene32752,uc845047.3,137.55,129.44,128.96,146.82,121.35,141.76,137.36
Gene32772,uc509728.3,139.31,125.81,131.26,123.3,134.84,128.96,121.8
Gene16187,uc615849.1,142.16,129.11,132.62,123.56,121.79,142.1,129.96
Gene37166,uc917696.3,125.11,140.44,126.65,136.99,142.22,126.52,126.71
Gene34740,uc845877.1,127.73,147.39,143.17,141.54,138.12,140.87,131.72
Gene8282,uc429947.1,132.03,146.51,120.73,125.14,137.61,141.14,133.89
Gene8163,uc150504.2,120.37,132.88,149.52,131.07,123.53,133.79,134.95
Gene11116,uc644797.1,143.72,131.46,143.9,146.16,144,133.79,142.63
Gene5442,uc768645.1,145.68,131.62,121.21,121.45,145.35,135.75,135.96
Gene28563,uc616943.2;uc607040.1,134.17,134.35,124.76,131.14,148.61,133.19,135.37
Gene6781,uc791680.1,123.89,133.4,129.46,146.6,123.71,146.71,125.14
Gene8928,uc731421.3,136.01,137.72,136.23,141.18,147.19,120.13,133.53
Gene40210,uc591847.1,133.76,136.68,135.68,131.9,145.89,131.32,125.36
Gene34373,uc432633.1,125.26,142.22,120.82,144.6,149.84,149.25,132.23
Gene24250,uc947040.1,131.25,139.64,145.29,124.11,125.25,128.7,143.54
Gene6157,uc101152.3,145.65,142.38,139.53,139.88,131.6,136.05,123.46
Gene44489,uc769467.3,139.19,131.25,136.49,134.87,136.15,138.91,124.99
Gene35802,uc347881.2;uc164189.3,145.52,135.16,123.75,131.39,129.17,149.57,146.97
Gene16472,uc985430.3,139.91,133.31,120.44,148.55,126.8,123.38,136.57
Gene37413,uc861323.1;uc357858.2,148.08,144.62,125.85,126.82,134.28,129.82,144.98
Gene36036,uc757114.2;uc719546.3,132.25,148.69,125.26,137.91,133.61,134.26,142.92
Gene9435,uc307268.2;uc364573.1,134.5,148.89,144.92,145.8,135.82,135.65,144.54
Gene30837,uc212999.1,126.57,133.36,138.99,146.02,132.8,128.42,131.9
Gene41761,uc344023.3,145.67,147,126.59,131.27,132.9,130.42,128.31
Gene41738,uc877867.1;uc116618.1,122.66,138.23,124.41,132.67,131.67,137,127.57
Gene39473,uc965689.2,137.43,130.87,121.5,139.25,130.83,121.62,129.37
Gene13922,uc514173.3;uc477951.1,129.19,132.98,149.84,135.6,123.49,124.4,145.82
Gene18400,uc755475.3,120.46,129.07,142.31,146.64,126.69,145.24,147.06
Gene8302,uc359087.1;uc727225.2,127.96,128.78,143.8,145.76,133.34,37.47,125.32
Gene6324,uc530102.1,144.59,126.98,140.07,128.01,130.82,123.53,126.57
Gene8905,uc185084.2,144.94,145.86,129.08,134.07,123.03,146.39,143.21
Gene1846,uc595956.2;uc721039.3,121.4,123.07,143.91,141.91,144.1,140.42,145.32
Gene12226,uc280426.1,134.84,148.74,145.69,121.3,120.19,121.18,147.56
Gene14974,uc144162.2,132.13,133.29,146.63,128.52,131.2,143.92,121.67
Gene4009,uc505728.2,146.84,148.54,137.25,147.91,139.21,128.78,134.12
Gene25074,uc543059.2,138.94,138.53,141.81,130.09,140.34,136.01,146.53
Gene7707,uc535645.1;uc801143.2,139.55,137.07,128.25,134.39,122.46,133.64,129.31
Gene13356,uc307005.3;uc325102.1,125.84,130.52,134.21,145.09,148.74,142.59,135.87
Gene7985,uc640059.1,128.84,146.42,148.7,121.68,148.98,137.56,134.02
Gene34517,uc848235.3;uc473619.3,139.66,148.02,144.74,140.01,135.04,144.36,130.5
Gene34601,uc353380.3,127.9,147.26,126.44,145.05,126.01,146.2,123.7
Gene41249,uc490107.3,135.11,126.48,124.9,141.38,141.27,148.32,122.48
Gene45787,uc218831.3,141.28,134.19,136.22,136.33,142.83,124.44,131.48
Gene22874,uc936842.3,131.69,128.77,130.11,130.61,137.28,135.66,123.81
Gene23103,uc506931.2,120.6,121.86,120.49,120.86,123.79,146.87,145.43
Gene18589,uc679940.2,140.87,143.92,135.88,128.54,124.41,137.13,129.93
Gene14332,uc266659.1;uc393564.3,123,134.91,128.65,128.43,133.61,143.54,129.43
Gene15195,uc827382.1;uc431116.2,143.58,138.44,143.44,120.92,128.54,128.07,136.03
Gene42893,uc526396.1,142.22,133.28,130.88,133.79,122.55,126.77,122.34
Gene23723,uc752311.1,142.82,130.45,145.54,123.49,122.32,149.6,145.6
Gene27692,uc372263.1;uc420080.2,142.98,128.35,147.32,131.78,122.37,132.6,133.51
Gene44274,uc595041.3,146.5,143.81,129.4,139.01,146.37,120.56,133.08
Gene50618,uc465480.2;uc422670.1,127.26,124.71,125.26,134.77,147.1,122.87,145.67
Gene47143,uc527178.3;uc188268.3,141.97,141.68,141.07,135.31,149.02,129.41,144.17
Gene2446,uc882747.1;uc813583.3,121.78,132,149.48,139.01,147.31,146.37,126.56
Gene34270,uc728320.3,136.76,145.87,145.19,140.99,138.86,148.09,143.43
Gene50937,uc695820.1,136.4,146.04,122.93,148.56,148.76,120.7,145.64
Gene3679,uc985181.1;uc356338.1,136.2,129.97,137.89,126.12,149.99,142.33,141.79
Gene13933,uc183811.1,130.39,132.7,136.09,123.35,128.32,122.7,136
Gene31292,uc830270.2,131.26,138.31,127.92,145.05,134.85,121.6,128.9
Gene27515,uc684935.3;uc607426.1,145.29,143.83,142.73,123.87,133.96,149.97,146.16
Gene37743,uc854646.3;uc279514.1,123.21,133.64,135.06,143.42,133.37,130.11,141.85
Gene5372,uc833437.3,149.99,134.02,127.12,127.26,125.31,135.92,139.37
Gene46098,uc749899.2,142.9,133.67,122.15,143.98,142.95,130.87,121.93
Gene26264,uc701154.3;uc820960.2,127.95,134.55,129.86,120.29,123.53,149.19,134.37
Gene11395,uc415780.2,145.19,145.5,148.21,142.84,123.39,127.55,139.07
Gene26193,uc290865.3;uc579151.2,137.06,136.3,125.15,120.54,123.85,139.99,130.6
Gene5623,uc139430.1,129.2,132.18,137.97,125.4,144.74,138.51,130.25
Gene2812,uc637314.2,143.57,147.89,140.11,120.52,134.51,120.18,124.56
Gene20600,uc893085.2;uc819017.1,144.75,124.72,131.28,143.47,135.24,133.98,123.06
Gene7908,uc474714.2,143.32,141.21,147.79,121.5,122.31,134.95,141.34
Gene40639,uc649835.3,128.68,138.82,128.93,132.05,144.89,140.3,130.65
Gene31284,uc989223.2,134.03,144.76,138.8,149.35,128.86,129.96,124.98
Gene35616,uc314554.1,126.88,140.94,146.61,139.7,120.39,136.89,126.61
Gene1762,uc923852.3,146.69,127.31,147.72,143.26,144.59,145.64,148.62
Gene28287,uc925481.2;uc808788.3,132.09,137.14,138.91,141.53,142.29,132.01,120.92
Gene24964,uc815387.2,133.76,129.16,132.21,133.4,138.22,128.58,138.97
Gene32817,uc651367.2;uc804880.3,123.63,122.91,142.86,131.05,128.88,138.33,124.73
Gene31760,uc182324.2;uc753888.2,149.31,120.18,148.82,140.75,145.54,122.77,143.94
Gene29886,uc535603.3;uc907829.3,129.45,147.17,121.29,142.82,122.21,126.78,143.93
Gene15735,uc917370.1,132.41,134,148.81,138.2,141.88,127.47,124.99
Gene37939,uc179579.3;uc577726.1,141.55,142.15,137.32,129.5,134.4,125.26,130.78
Gene41523,uc839457.3;uc492084.1,120.09,148.82,126.82,132.68,145.35,121.03,125.29
Gene31427,uc608220.1,135.42,145.96,125.32,147.98,128.75,126.5,121.76
Gene24791,uc644480.2,145.64,128.47,142.57,129.57,149.16,148.2,145.24
Gene1010,uc835687.2,128.64,124.25,123.32,124.65,136.34,136.38,131.24
Gene44995,uc914791.1,130.38,142.33,121.71,148.81,139.64,136.05,143.76
Gene42902,uc838292.1,147.59,120.74,146.99,124.54,136.3,133.36,144.31
Gene33464,uc173997.2,141.13,140.44,140.22,134.34,131.63,121.06,140.36
Gene24895,uc346385.2,138.07,143.44,127.49,136.03,140.88,147.86,144.94
Gene33214,uc264381.2,126.19,124.72,142.14,148.55,149.49,143.31,148.42
Gene22784,uc187597.3,142.84,138.33,133.75,120.64,140.91,148.86,132.41
Gene26110,uc808221.2;uc506356.1,129.06,137.29,146.44,138.08,147.85,136.65,135.91
Gene22723,uc768694.1,131.95,133.29,120.37,137.84,121.39,131.69,121.87
